"R0000100","R0000600","R0006500","R0007900","R0173600","R0214700","R0214800","R0618500","R0648301","R0648343","R1207800","R2509800","T5256900","T5257400","T5344300","T5407500","T5619500","T5684500","T5734600","T5770700","T5770800","T5770900","T5771000","T5771200","T5774000"
221,14,-2,-2,7,2,2,1,396,253,-4,-4,-4,-4,-4,0,10000,17000,-2,8,30000,1,1,0,1
222,17,9,-2,3,2,1,1,261,304,-4,-4,-4,-4,-4,0,0,0,0,3,-2,-3,1,0,1
223,16,-2,-2,3,2,1,1,371,332,-4,-4,4010,2,70,1,73000,86100,80,3,190000,0,1,3,1
224,18,9,-2,7,2,2,1,423,381,-4,-4,3600,3,-2,1,15000,20004,50,5,15000,1,1,0,1
225,18,9,-2,4,1,1,-3,300,306,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
226,15,9,6,4,1,1,-3,393,429,4901,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
227,21,9,9,7,2,2,1,370,324,-4,1,9120,2,200,1,32000,0,50,6,35843,0,1,3,1
228,21,12,15,8,1,2,-5,341,292,-4,-4,-4,-4,-4,0,0,0,100,4,5020,1,-4,1,-4
229,16,8,9,5,3,2,1,490,468,-4,-4,-4,-4,-4,0,0,38300,80,1,7296,1,1,2,1
230,14,12,8,1,3,1,0,476,520,909,2,910,2,25,1,80000,1105000,0,1,81200,0,1,0,0
231,21,-3,16,5,3,2,0,488,434,-4,1,5000,1,150,1,75000,555000,0,4,75000,0,1,1,1
232,17,10,14,1,3,1,0,495,552,104,2,3940,2,10,1,45000,14875,40,1,47010,0,1,0,0
233,14,10,15,1,3,1,0,484,427,-4,1,9600,2,200,1,50000,6600,0,3,51800,0,1,1,1
234,17,9,9,2,3,1,-3,474,415,-4,2,3650,2,140,1,35000,-3,10,2,260000,0,1,1,0
235,15,12,12,1,3,1,-3,589,501,901,2,-4,-4,-4,0,0,1023200,0,2,140000,0,1,1,1
236,17,9,12,5,3,2,0,518,537,506,1,530,2,200,1,52000,175500,10,2,151000,0,1,1,0
237,21,11,7,5,3,2,0,522,561,-4,1,-4,-4,-4,0,0,8000,100,1,14055,0,3,3,1
238,21,9,12,6,3,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,18,10,11,6,3,2,1,387,378,-4,-4,-4,-4,-4,0,0,43800,90,1,28488,0,1,6,0
240,16,8,8,6,3,2,1,506,536,-4,1,5000,1,1600,1,47700,196800,30,2,97500,0,1,1,0
241,15,11,11,2,3,1,1,383,446,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,20,12,12,5,3,2,0,444,455,514,1,910,2,8,1,154000,1558080,50,2,212000,0,4,1,1
243,20,12,12,1,3,1,0,564,541,-4,1,50,2,4,1,332954,713000,50,2,285000,0,3,1,1
244,21,16,7,5,3,2,0,552,603,-4,1,4950,4,-4,0,20000,237700,100,3,68400,0,1,1,1
245,16,14,12,5,3,2,0,660,552,1213,2,3310,2,5,1,33000,765000,50,4,54000,0,1,1,0
246,15,12,12,1,3,1,0,761,542,1005,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
247,20,13,8,2,3,1,0,554,497,-4,5,430,3,6,1,85000,247000,75,1,85000,0,3,3,1
248,17,16,8,2,3,1,1,395,421,-4,1,-4,-4,-4,0,0,-6500,100,1,-2,-3,1,3,1
249,16,12,12,6,3,2,1,563,404,-4,1,-4,-4,-4,0,0,136800,50,4,73000,0,1,1,1
250,20,12,8,5,3,2,-5,-4,-4,-5,1,4600,4,-4,1,2000,75600,30,2,89000,0,1,1,1
251,16,10,10,2,3,1,0,-4,-4,-4,-5,8960,2,130,0,32601,-56000,20,2,102135,0,1,1,1
252,14,10,-2,6,3,2,0,-4,-4,-4,1,2050,3,3,1,9700,9000,10,3,-3,-3,1,1,1
253,14,8,12,1,3,1,-3,474,482,-4,-4,5620,2,130,1,33000,-12000,30,4,48000,0,1,1,1
254,17,11,8,5,3,2,-3,667,599,-4,1,1960,2,700,1,37000,235000,10,1,37040,0,1,3,0
255,16,10,8,5,3,2,0,565,427,-4,1,4060,2,600,0,20000,959000,20,4,100000,0,1,1,1
256,17,11,9,5,3,2,0,493,497,-4,1,4720,2,1900,0,-2,980,90,2,-2,-3,3,3,1
257,14,11,9,1,3,1,0,503,470,-5,1,3920,4,4,1,13000,620,50,2,17897,0,3,3,1
258,21,14,12,5,3,2,0,561,577,1306,2,-4,-4,-4,0,0,79000,100,1,20006,0,1,3,1
259,20,12,12,1,3,1,0,563,511,-4,1,7850,2,100,0,42000,12100,20,1,53094,0,1,2,0
260,18,12,18,1,3,1,0,614,615,0,2,1410,2,2000,1,86000,1115000,0,2,136000,0,1,1,1
261,16,12,8,1,3,1,0,584,558,703,2,1060,2,17000,0,118000,-3,75,3,-1,-3,1,3,1
262,18,12,-3,5,3,2,0,482,493,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
263,17,12,12,1,3,1,0,514,476,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
264,17,10,10,5,3,2,-5,573,654,513,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
265,16,12,-2,5,3,2,0,754,585,420,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
266,17,12,14,2,3,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,20,8,12,1,3,1,-3,428,399,-5,-5,-4,-4,-4,0,-1,0,0,2,-2,-3,1,0,1
268,20,12,13,1,3,1,0,463,625,-4,1,-4,-4,-4,0,0,0,100,1,0,1,1,3,1
269,19,12,18,2,3,1,0,598,529,502,4,10,2,85,1,332954,2286380,30,4,275000,0,1,1,1
270,17,12,16,1,3,1,0,622,503,908,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
271,15,12,16,5,3,2,0,516,489,514,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
272,22,12,12,5,3,2,0,613,668,510,4,-4,-4,-4,0,0,1180000,30,2,310000,0,1,1,1
273,19,12,12,1,3,1,0,554,550,501,2,340,2,28,1,50000,164000,20,3,74000,0,3,1,1
274,18,15,18,2,3,1,1,617,569,-4,1,6350,2,-4,0,0,20400,100,1,32134,0,1,3,1
275,16,14,18,6,3,2,1,552,559,506,1,540,2,50,0,0,85000,50,1,24000,0,3,3,1
276,17,12,13,5,3,2,-3,491,467,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
277,19,16,13,1,3,1,1,462,469,-4,1,4510,2,4,1,20000,2500,50,1,20000,0,1,0,1
278,18,12,10,5,3,2,-3,516,443,501,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
279,16,12,14,1,3,1,0,466,669,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
280,20,14,12,5,3,2,0,602,621,0,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
281,17,13,13,1,3,1,0,631,535,502,3,430,2,50,0,180000,2008833,25,5,259940,0,1,1,1
282,15,13,13,5,3,2,0,635,526,506,4,5840,2,350,0,45000,130000,40,2,45000,0,1,2,1
283,20,8,12,4,1,1,0,407,426,-4,1,3710,1,500,1,88000,28476,0,1,88000,0,1,3,1
284,19,8,11,4,1,1,0,458,513,-4,2,7330,2,4000,1,160000,753000,20,2,165000,0,3,1,1
285,17,8,12,8,1,2,0,394,367,-4,-4,4700,2,8,1,40000,934000,10,2,120000,0,3,1,1
286,14,-3,12,8,1,2,1,537,502,1203,1,5000,2,300,1,70000,80200,30,1,70000,0,1,0,1
287,20,10,8,5,3,2,1,399,460,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
288,17,10,9,5,3,2,0,369,405,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
289,16,11,8,5,3,2,0,425,486,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
290,19,6,7,8,1,2,0,340,368,-4,-4,4720,2,10,1,19000,124600,50,2,51000,0,1,1,1
291,20,10,-3,3,2,1,0,457,557,-4,1,-4,-4,-4,0,0,0,80,1,189,1,1,0,1
292,22,12,12,5,3,2,0,625,552,802,4,230,1,70,1,79000,167000,20,2,199000,0,1,3,1
293,19,12,12,5,3,2,0,651,674,910,1,5700,3,38,0,65000,753500,10,2,188000,0,3,1,0
294,17,12,18,5,3,2,0,465,596,-4,1,2540,1,250,1,30000,1778906,10,3,105000,0,1,1,1
295,15,12,12,1,3,1,1,469,487,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
296,15,-2,-2,1,3,1,-3,453,405,-4,1,8030,2,12,1,42500,-3,40,3,-2,-3,1,1,1
297,21,12,-3,5,3,2,0,536,549,-4,1,4230,4,-4,1,30000,-3,0,1,30000,0,1,3,1
298,15,6,12,8,1,2,1,426,391,-4,1,5700,3,750,0,45000,-3,0,4,125001,0,1,1,1
299,16,6,12,4,1,1,1,329,411,-4,-4,6260,4,-4,0,0,0,30,3,-2,-3,1,0,1
300,17,2,6,4,1,1,-3,347,312,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
301,17,5,-2,4,1,1,1,413,443,-4,1,3850,1,1000,1,60000,56000,50,3,105000,0,1,1,1
302,19,5,-2,4,1,1,1,259,366,-4,1,-4,-4,-4,0,0,1500,0,3,15492,1,1,3,1
303,15,4,-2,4,1,1,1,368,380,-4,1,9620,2,80,1,36000,10600,0,3,36000,0,1,3,1
304,14,5,-2,4,1,1,1,411,324,-4,-4,5240,3,300,1,-2,0,100,3,-2,-3,1,0,1
305,16,3,-4,8,1,2,0,501,413,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
306,19,11,11,3,2,1,0,414,420,506,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
307,21,-3,12,5,3,2,0,484,556,-4,1,4020,5,55,1,18000,154700,50,2,48000,0,3,1,1
308,17,12,12,1,3,1,0,427,394,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
309,20,12,12,1,3,1,0,498,385,-4,1,410,2,-4,1,110000,1240200,50,2,185000,0,1,1,1
310,18,12,8,1,3,1,0,482,426,-4,1,6230,4,-4,1,40000,117000,50,3,55000,0,3,1,1
311,14,-3,12,1,3,1,0,502,449,-4,1,430,4,-4,1,40000,223000,30,1,80000,0,1,3,1
312,16,-3,10,5,3,2,0,541,482,-4,1,3130,2,3000,1,74664,-14500,70,3,74664,0,1,3,1
313,15,11,10,1,3,1,0,450,523,-4,1,8800,2,310,1,47000,45000,10,7,52000,0,1,1,1
314,20,-3,-3,5,3,2,0,-4,-4,-4,1,350,3,300,1,90000,157742,10,2,922631,0,1,1,0
315,14,-3,10,1,3,1,0,362,273,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
316,15,12,12,1,3,1,-3,387,395,-4,-4,5620,-2,500,1,20000,156500,40,4,36600,0,1,1,1
317,19,12,18,1,3,1,0,586,674,108,4,6050,2,99995,1,60000,-3,0,3,74100,0,1,1,0
318,15,12,12,1,3,1,0,449,412,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
319,22,-3,-3,5,3,2,0,510,564,1203,4,3130,3,2000,1,-1,-3,80,1,-1,-3,1,3,1
320,19,12,10,1,3,1,0,552,553,-4,1,7330,4,-4,1,100000,5526252,50,2,330000,0,1,1,1
321,21,10,12,5,3,2,-3,587,552,1203,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
322,21,10,12,5,3,2,0,439,476,1219,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
323,19,13,12,1,3,1,0,572,463,-4,1,-4,4,-4,1,80000,-3,50,2,-2,-3,1,1,0
324,17,12,12,1,3,1,0,358,303,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,14,12,12,1,3,1,-3,580,486,509,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
326,21,16,20,5,3,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,20,15,16,5,3,2,0,614,681,1501,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
328,16,12,-2,4,1,1,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,15,12,-2,4,1,1,1,268,346,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,20,5,6,4,1,1,0,391,377,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
331,17,5,-2,4,1,1,1,345,279,-4,-4,-4,-4,-4,0,0,-5960,100,1,7821,1,1,0,1
332,15,5,6,4,1,1,-3,416,490,-4,-4,-4,-4,-4,0,0,4300,100,3,25654,0,1,3,1
333,22,12,-2,7,2,2,-3,444,466,-4,1,-4,-4,-4,0,0,408200,1,2,11000,1,1,1,1
334,20,9,-2,3,2,1,-3,411,429,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,22,13,12,7,2,2,-3,535,457,1007,1,8350,2,12,0,30000,-12500,15,1,30000,0,3,2,1
336,15,12,12,3,2,1,-3,436,487,-4,1,7340,-4,-4,0,27000,146000,25,4,65000,0,3,1,1
337,20,12,12,3,2,1,1,387,248,-4,-4,-4,-4,-4,0,0,5000,100,1,-2,-3,1,6,1
338,19,12,-2,7,2,2,1,421,420,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
339,18,12,-2,7,2,2,1,403,365,-4,-4,4140,3,25,1,30000,0,70,2,30000,0,1,0,1
340,16,12,-2,7,2,2,1,449,405,-4,1,3410,2,30,1,12243,102450,50,3,25743,0,1,1,1
341,19,12,16,5,3,2,0,498,542,203,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
342,16,12,16,1,3,1,0,674,652,919,8,1530,2,80,0,110000,715000,50,4,164000,0,1,1,0
343,20,-2,14,7,2,2,-3,265,276,-4,1,4610,2,-2,1,25000,-3,70,1,25000,0,3,2,1
344,19,16,16,5,3,2,0,639,684,509,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
345,15,13,14,7,2,2,0,548,487,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
346,17,12,8,1,3,1,-3,495,492,509,4,310,2,2500,1,165000,285500,0,3,165000,0,4,3,1
347,16,12,12,5,3,2,0,543,553,2001,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
348,21,12,12,1,3,1,0,492,491,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
349,20,12,12,1,3,1,0,468,446,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
350,16,12,12,1,3,1,0,518,478,835,3,220,4,-4,1,79000,82500,0,4,121000,0,1,1,1
351,19,12,16,1,3,1,0,421,457,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
352,17,12,16,5,3,2,0,515,451,-4,1,-4,-4,-4,0,0,675000,100,1,13200,0,1,3,1
353,19,12,12,1,3,1,0,489,599,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
354,22,12,12,5,3,2,0,531,591,-4,1,4720,2,3,1,12000,220300,70,3,103548,0,1,1,1
355,14,12,12,1,3,1,0,505,548,-4,1,430,2,1000,1,332954,979500,5,5,260000,0,1,1,1
356,16,12,12,1,3,1,0,455,569,-4,-4,5530,2,150,1,60000,611500,0,2,127000,0,1,1,1
357,21,12,13,1,3,1,0,484,579,2105,4,3740,1,3,1,135000,151000,25,4,158000,0,1,1,1
358,17,12,14,1,3,1,-3,454,459,509,3,3820,2,12000,1,85000,648000,20,4,115000,0,1,1,1
359,16,14,13,5,3,2,0,418,487,509,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
360,17,16,16,5,3,2,0,635,540,1914,3,1300,4,-4,0,500,-3,50,2,140500,0,3,1,1
361,21,12,12,1,3,1,1,528,581,604,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
362,21,12,13,1,3,1,0,434,415,0,1,4610,3,7,1,50000,396921,90,1,70000,0,1,0,0
363,17,12,12,5,3,2,0,442,500,-4,1,4230,4,-4,1,0,0,50,1,0,1,3,3,1
364,19,14,14,1,3,1,0,612,521,1509,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
365,17,14,16,5,3,2,0,557,540,501,1,940,2,6,1,20000,168000,40,3,175580,0,3,1,1
366,15,14,14,1,3,1,0,603,472,502,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
367,19,16,16,5,3,2,0,576,579,602,4,2810,2,175,1,74000,579000,20,2,114200,0,3,1,1
368,20,16,12,7,2,2,0,548,550,506,4,5400,1,50,1,61117,-2020,80,1,61154,0,1,0,1
369,20,12,19,5,3,2,0,672,561,1002,3,5110,2,24,1,42000,-3,10,4,242010,0,1,1,1
370,19,12,18,5,3,2,1,619,684,1917,3,4850,5,4,1,45000,453500,20,4,90000,0,1,1,1
371,19,12,18,5,3,2,0,480,674,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
372,17,12,18,1,3,1,-3,589,712,1007,2,5120,2,45,1,-1,-3,10,2,-1,-3,1,1,1
373,20,4,4,5,3,2,0,388,411,-4,-5,5700,2,9,1,30000,53500,0,8,60000,0,3,1,1
374,17,4,4,5,3,2,0,418,396,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
375,18,4,4,1,3,1,0,430,334,-4,-5,4720,3,8,1,12000,500,80,1,12000,0,1,3,1
376,18,12,12,2,3,1,0,572,562,-4,1,2310,1,50,1,87000,15000,30,3,197000,0,1,3,1
377,20,9,12,3,2,1,1,448,542,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
378,17,9,12,3,2,1,0,418,463,-4,-4,7340,2,8,1,25000,15000,75,1,25000,0,1,2,1
379,15,9,12,7,2,2,1,361,311,-4,-4,4020,2,-2,0,-2,-3,20,3,-2,-3,3,1,1
380,22,12,10,3,2,1,0,381,367,-4,-4,-4,-4,-4,0,0,4310,40,1,0,1,3,6,0
381,21,10,12,3,2,1,0,548,473,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
382,19,5,10,7,2,2,0,409,343,-4,1,5840,2,-2,0,-1,-2000,50,1,-1,-3,1,3,1
383,18,5,10,3,2,1,0,501,463,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
384,16,5,12,3,2,1,0,468,450,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,18,10,8,7,2,2,0,405,507,-4,1,4130,2,14,0,2500,172000,20,5,6230,1,1,1,1
386,17,10,7,7,2,2,0,456,635,-4,1,5930,1,17,1,-1,-3,10,2,-1,-3,1,1,1
387,15,10,7,3,2,1,0,394,275,-4,1,-4,-4,-4,0,0,0,0,1,10080,1,1,0,1
388,16,12,14,7,2,2,1,528,714,1203,2,3130,2,3,1,69000,32500,80,3,69000,0,3,0,1
389,21,12,16,5,3,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
390,17,11,12,7,2,2,1,369,361,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
391,15,12,12,7,2,2,-3,416,478,-4,1,4610,1,10,0,40000,29000,0,1,40000,0,1,3,1
392,19,11,12,1,3,1,0,621,577,-4,1,8130,2,300,1,70000,1148300,30,1,86000,0,1,6,1
393,16,11,12,1,3,1,0,632,568,-4,1,1000,2,1,1,78000,358200,0,3,106000,0,1,1,1
394,17,9,8,3,2,1,1,363,306,-4,-4,-4,-4,-4,0,0,0,80,1,-2,-3,1,0,1
395,16,10,-2,7,2,2,-3,507,455,-4,1,2300,2,4,1,12000,-3,50,6,16308,1,1,3,1
396,15,7,-2,3,2,1,1,425,385,508,1,-4,-4,-4,0,0,0,100,1,12732,0,1,3,1
397,20,6,-3,7,2,2,0,383,271,-4,-4,4030,2,150,0,0,0,50,3,9660,1,1,6,1
398,20,12,12,3,2,1,0,395,455,-4,-4,-4,-4,-4,0,0,-3,100,2,16800,0,3,0,1
399,21,12,10,5,3,2,0,573,513,2104,2,2320,1,60,1,85000,252336,0,2,215000,0,1,1,0
400,17,12,10,5,3,2,0,691,693,901,4,8740,2,175,1,95000,1321500,10,2,161250,0,1,1,1
401,17,11,11,5,3,2,1,435,442,-4,1,4020,1,150,1,26000,664500,50,2,60000,0,1,1,1
402,21,8,11,5,3,2,0,430,418,-4,1,4050,2,30,1,24000,2400,40,2,24000,0,1,1,1
403,22,12,10,1,3,1,-3,320,365,-4,-4,-4,-4,-4,0,0,74009,1,8,-2,-3,1,1,0
404,21,10,-3,1,3,1,0,417,359,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,19,12,15,5,3,2,0,408,444,2104,1,3500,3,1500,1,30000,154550,50,2,78000,0,1,1,1
406,15,-3,-3,1,3,1,0,466,533,2207,1,4850,2,1,1,25000,-2410,0,2,55000,0,1,1,1
407,16,16,-3,5,3,2,0,491,521,2104,4,4840,2,7,0,80000,1528500,0,4,196000,0,1,1,1
408,18,12,12,1,3,1,0,573,573,-4,1,7340,4,-4,1,0,886000,20,2,70000,0,1,1,0
409,21,16,16,2,3,1,0,604,674,1007,3,10,2,40,1,160000,130500,10,2,220000,0,3,1,1
410,18,12,12,1,3,1,0,520,608,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
411,16,11,12,1,3,1,0,417,441,-4,1,6260,4,-4,1,35000,-3,30,2,35200,0,1,3,0
412,14,11,12,1,3,1,0,575,579,1207,1,140,1,400,1,66000,132000,0,3,123000,0,1,1,0
413,19,14,11,1,3,1,-3,443,440,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
414,14,17,16,5,3,2,0,561,640,601,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
415,17,8,-2,1,3,1,-3,419,447,-4,-4,600,2,140,1,70000,118968,50,2,102000,0,1,1,0
416,21,-3,-3,5,3,2,0,525,559,1213,2,-4,-4,-4,0,0,-3,5,2,-1,-3,1,1,1
417,18,12,16,1,3,1,0,479,696,2105,1,7210,1,15,1,65000,187000,5,2,120000,0,1,1,1
418,14,13,12,5,3,2,0,518,522,703,1,5700,2,50,1,13780,67000,25,3,49202,0,1,1,1
419,15,18,-3,1,3,1,-5,572,493,-4,1,5510,4,-4,1,15000,2900,20,1,38000,0,3,3,2
420,14,18,-3,1,3,1,0,599,587,4901,1,9130,2,300,0,45000,47000,20,4,45000,0,3,1,0
421,21,16,20,1,3,1,0,750,666,1510,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
422,20,16,20,1,3,1,0,762,681,0,5,1300,4,-4,0,40000,5526252,15,3,180000,0,1,1,1
423,18,16,20,5,3,2,0,-4,-4,1501,3,230,3,80,1,125000,-3,-1,4,225000,0,1,1,1
424,21,-3,12,1,3,1,0,597,668,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
425,21,14,12,5,3,2,0,430,534,-4,1,-4,-4,-4,0,0,28200,100,1,13179,0,1,3,0
426,21,12,12,4,1,1,0,446,508,-4,1,5620,2,800,1,75000,225000,10,2,75000,0,1,1,1
427,21,12,9,5,3,2,-5,-4,-4,-5,1,340,2,10,0,-2,3300,50,3,-2,-3,3,1,1
428,20,12,16,5,3,2,0,540,597,514,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
429,20,12,12,1,3,1,0,599,664,506,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
430,17,12,-3,1,3,1,-3,-4,-4,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
431,19,15,15,5,3,2,-3,525,578,514,2,5700,1,226,1,50000,52000,25,2,50000,0,1,3,2
432,20,12,12,1,3,1,-3,306,321,-4,1,-4,-4,-4,0,0,0,0,1,17988,0,1,6,1
433,18,12,11,1,3,1,0,280,349,-4,1,4220,2,300,1,13000,4500,30,2,25000,0,1,1,1
434,15,8,8,1,3,1,0,510,534,-4,1,560,1,2000,1,47000,97800,50,1,101000,0,1,3,1
435,17,7,12,1,3,1,0,443,446,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
436,16,12,12,5,3,2,0,558,530,-4,1,5120,2,100,1,27560,-3,30,2,70887,0,1,1,1
437,21,8,10,5,3,2,0,507,461,-4,1,5620,2,75,0,23000,453772,50,3,28760,0,1,1,1
438,16,10,12,6,3,2,1,625,559,2105,1,160,2,150,1,47500,-200,20,1,47500,0,3,3,1
439,17,12,8,5,3,2,-3,568,567,1203,4,3130,3,7000,1,104000,-3,10,3,201350,0,1,1,1
440,17,12,12,1,3,1,0,566,482,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
441,15,12,9,1,3,1,0,414,317,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
442,21,12,8,5,3,2,0,471,539,-4,1,5400,1,200,1,19000,710000,0,2,81000,0,1,1,1
443,17,16,14,1,3,1,1,693,635,901,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
444,17,13,16,5,3,2,1,522,621,1007,4,3920,1,-2,1,17000,109000,25,1,17000,0,1,2,2
445,14,14,16,1,3,1,0,635,677,2001,3,4810,4,-4,1,110000,169000,20,4,224000,0,1,1,0
446,20,12,11,6,3,2,0,419,438,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
447,16,-3,6,1,3,1,0,384,429,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
448,15,12,12,1,3,1,0,298,331,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
449,18,12,12,5,3,2,-3,479,533,-4,1,3640,2,5,1,19473,-3,25,4,100045,0,1,1,1
450,17,12,12,1,3,1,-3,411,465,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
451,14,12,12,1,3,1,-3,424,516,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
452,14,12,-3,6,3,2,0,472,591,808,4,2330,1,50,0,-2,118600,75,2,-2,-3,3,1,1
453,18,12,12,1,3,1,0,589,530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
454,17,12,12,5,3,2,-3,582,580,1905,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
455,19,12,12,5,3,2,-3,684,685,1209,7,3060,5,10,1,45000,-3,0,2,-2,-3,1,1,0
456,20,12,14,1,3,1,1,526,536,835,4,4620,2,250,0,40000,547500,0,1,40000,0,1,0,1
